payment_id,loan_id,payment_date,amount,principal_paid,interest_paid
3616,238,2024-08-24,1102.88,940.3,162.58
3617,238,2024-09-24,1083.55,749.45,334.1
3618,238,2024-10-24,777.42,585.32,192.1
3619,238,2024-11-17,821.11,515.39,305.72
3620,238,2024-12-22,1095.93,910.59,185.34
3621,238,2025-01-18,873.12,436.95,436.17
3622,239,2024-02-24,1412.5,801.09,611.41
3623,239,2024-04-10,1256.08,1073.0,183.08
3624,239,2024-05-06,1333.77,1172.84,160.93
3625,239,2024-06-12,1402.25,1139.24,263.01
3626,239,2024-07-08,1265.9,960.32,305.58
3627,239,2024-08-03,1435.09,770.3,664.79
3628,239,2024-09-07,1520.59,1198.02,322.57
3629,239,2024-09-30,1164.03,974.38,189.65
3630,239,2024-10-21,1670.43,1459.91,210.52
3631,239,2024-12-03,1177.43,967.74,209.69
3632,239,2025-01-03,1379.59,893.05,486.54
3633,239,2025-02-03,1361.68,838.77,522.91
3634,239,2025-03-02,1174.86,601.25,573.61
3635,239,2025-04-09,1445.92,1264.45,181.47
3636,239,2025-05-05,1419.34,957.13,462.21
3637,239,2025-05-28,1500.88,1262.88,238.0
3638,239,2025-06-29,1567.74,954.48,613.26
3639,239,2025-07-20,1487.47,788.84,698.63
3640,240,2024-06-29,6110.18,3214.82,2895.36
3641,240,2024-07-24,4986.01,4404.49,581.52
3642,240,2024-08-15,4435.12,2484.95,1950.17
3643,241,2023-06-27,3420.85,2406.94,1013.91
3644,241,2023-08-13,2668.99,2186.45,482.54
3645,241,2023-09-02,2806.52,1488.84,1317.68
3646,241,2023-09-29,3022.15,1854.2,1167.95
3647,241,2023-10-25,3335.1,2615.06,720.04
3648,241,2023-11-27,3151.51,1955.39,1196.12
3649,241,2023-12-25,2931.99,1949.27,982.72
3650,241,2024-02-05,2935.26,2199.59,735.67
3651,241,2024-02-29,3745.33,1910.63,1834.7
3652,241,2024-04-05,3280.37,1872.04,1408.33
3653,241,2024-04-28,3245.66,2541.35,704.31
3654,241,2024-06-07,2805.07,2025.07,780.0
3655,241,2024-06-19,2699.2,2385.06,314.14
3656,241,2024-08-01,3395.67,2231.39,1164.28
3657,241,2024-08-29,2505.13,1849.16,655.97
3658,241,2024-10-01,3279.59,2006.65,1272.94
3659,241,2024-10-23,3639.15,1822.34,1816.81
3660,241,2024-11-19,2937.35,2190.58,746.77
3661,241,2024-12-21,3163.09,2326.59,836.5
3662,241,2025-01-15,2969.78,2034.7,935.08
3663,241,2025-02-17,3091.67,1898.51,1193.16
3664,241,2025-03-29,3124.45,2168.62,955.83
3665,241,2025-04-23,2599.68,1465.59,1134.09
3666,241,2025-05-14,3047.04,2105.05,941.99
3667,241,2025-06-13,2977.88,2676.11,301.77
3668,241,2025-07-20,3704.41,2283.76,1420.65
3669,242,2025-07-09,6450.62,4584.38,1866.24
3670,243,2025-02-15,40491.57,30691.63,9799.94
3671,243,2025-04-01,42160.43,23979.74,18180.69
3672,243,2025-05-04,38179.57,30555.48,7624.09
3673,243,2025-06-03,41204.29,35483.51,5720.78
3674,243,2025-06-15,37950.55,30177.83,7772.72
3675,243,2025-07-22,44736.76,23301.59,21435.17
3676,244,2024-05-29,30723.3,19062.19,11661.11
3677,244,2024-07-17,44928.26,32589.28,12338.98
3678,244,2024-08-16,35300.47,23319.84,11980.63
3679,244,2024-09-10,39949.27,33327.99,6621.28
3680,244,2024-09-26,38711.89,24269.48,14442.41
3681,244,2024-11-05,40769.51,33344.21,7425.3
3682,244,2024-12-06,38167.99,30670.69,7497.3
3683,244,2024-12-28,41168.49,23999.6,17168.89
3684,244,2025-02-10,41370.13,29948.95,11421.18
3685,244,2025-03-12,44918.96,23487.48,21431.48
3686,244,2025-04-12,42342.7,25238.88,17103.82
3687,244,2025-04-27,32786.75,24771.06,8015.69
3688,245,2025-04-29,13430.72,9918.74,3511.98
3689,245,2025-05-27,11976.07,10463.94,1512.13
3690,245,2025-06-15,12184.43,6400.42,5784.01
3691,246,2017-10-23,545.71,399.95,145.76
3692,246,2017-11-21,586.31,382.77,203.54
3693,246,2017-12-26,541.57,284.58,256.99
3694,246,2018-01-21,613.57,467.17,146.4
3695,246,2018-02-12,631.59,382.09,249.5
3696,246,2018-03-26,482.95,364.18,118.77
3697,246,2018-04-22,589.27,429.33,159.94
3698,246,2018-05-23,479.86,240.96,238.9
3699,246,2018-06-06,467.02,319.9,147.12
3700,246,2018-07-06,595.82,506.27,89.55
3701,246,2018-08-14,650.0,392.68,257.32
3702,246,2018-09-20,499.55,273.68,225.87
3703,246,2018-10-18,616.89,515.4,101.49
3704,247,2021-04-28,215.61,148.69,66.92
3705,247,2021-06-08,211.37,111.87,99.5
3706,247,2021-07-06,246.11,150.68,95.43
3707,247,2021-08-01,289.62,190.31,99.31
3708,247,2021-09-06,257.2,144.88,112.32
3709,247,2021-09-24,216.52,123.13,93.39
3710,247,2021-10-24,228.49,196.9,31.59
3711,247,2021-12-04,280.0,214.01,65.99
3712,247,2022-01-02,258.53,151.94,106.59
3713,247,2022-02-02,200.36,141.16,59.2
3714,247,2022-02-28,265.75,211.0,54.75
3715,247,2022-03-22,248.76,158.97,89.79
3716,247,2022-05-07,243.19,199.07,44.12
3717,247,2022-05-26,262.2,150.58,111.62
3718,247,2022-06-20,294.71,170.66,124.05
3719,247,2022-07-23,261.35,191.18,70.17
3720,247,2022-08-19,299.68,256.16,43.52
3721,247,2022-10-08,231.29,177.7,53.59
3722,247,2022-10-24,271.0,164.71,106.29
3723,247,2022-12-05,285.67,217.31,68.36
3724,247,2022-12-22,231.8,129.32,102.48
3725,247,2023-01-18,240.07,207.87,32.2
3726,247,2023-02-15,216.9,141.66,75.24
3727,247,2023-03-22,260.14,225.07,35.07
3728,247,2023-05-03,266.99,175.44,91.55
3729,247,2023-05-29,271.02,169.55,101.47
3730,247,2023-06-30,256.55,194.92,61.63
3731,247,2023-08-01,249.44,130.1,119.34
3732,247,2023-09-01,212.54,156.45,56.09
3733,247,2023-10-02,267.91,236.85,31.06
3734,247,2023-10-19,247.22,159.1,88.12
3735,247,2023-11-23,231.28,163.37,67.91
3736,247,2023-12-19,292.04,214.1,77.94
3737,247,2024-01-13,263.98,147.51,116.47
3738,247,2024-02-29,227.81,176.13,51.68
3739,247,2024-03-30,255.04,167.81,87.23
3740,247,2024-04-26,209.52,135.98,73.54
3741,247,2024-05-23,269.44,147.37,122.07
3742,247,2024-06-19,222.02,155.09,66.93
3743,247,2024-07-28,262.29,221.31,40.98
3744,247,2024-08-26,239.15,148.61,90.54
3745,247,2024-09-22,232.85,188.55,44.3
3746,247,2024-10-14,262.36,197.52,64.84
3747,247,2024-11-11,268.72,181.91,86.81
3748,247,2024-12-07,204.73,160.28,44.45
3749,247,2025-01-18,235.47,124.58,110.89
3750,247,2025-02-17,259.95,170.39,89.56
3751,247,2025-03-26,204.14,146.1,58.04
3752,247,2025-04-05,300.13,228.09,72.04
3753,247,2025-05-18,299.5,251.55,47.95
3754,247,2025-06-24,211.64,184.82,26.82
3755,247,2025-07-14,299.36,264.26,35.1
3756,248,2022-12-18,20015.19,15901.58,4113.61
3757,248,2023-01-15,24161.51,12169.02,11992.49
3758,248,2023-02-22,28479.43,19967.23,8512.2
3759,248,2023-03-19,23590.64,17946.95,5643.69
3760,248,2023-04-09,26631.05,13837.36,12793.69
3761,249,2018-03-22,1020.41,619.89,400.52
3762,250,2023-11-05,15854.2,13322.84,2531.36
3763,250,2023-11-23,15980.28,10258.53,5721.75
3764,250,2023-12-27,16948.71,14362.07,2586.64
3765,250,2024-02-07,12807.57,9399.01,3408.56
3766,250,2024-03-04,15793.02,12610.34,3182.68
3767,250,2024-04-03,14625.15,12498.8,2126.35
3768,250,2024-04-29,11848.64,8365.04,3483.6
3769,250,2024-05-25,12880.59,10092.57,2788.02
3770,250,2024-07-04,16548.22,11586.53,4961.69
3771,250,2024-08-04,17626.26,15086.23,2540.03
3772,251,2025-07-15,397.76,271.01,126.75
3773,252,2024-05-06,2658.45,1755.67,902.78
3774,252,2024-06-07,2363.84,1492.41,871.43
3775,252,2024-07-20,3170.49,1819.33,1351.16
3776,252,2024-08-01,3049.85,2151.64,898.21
3777,252,2024-09-02,2433.75,1935.59,498.16
3778,252,2024-09-29,3019.96,1931.49,1088.47
3779,252,2024-11-14,3053.8,2149.99,903.81
3780,252,2024-12-11,2478.03,2015.08,462.95
3781,252,2025-01-16,3250.43,2734.53,515.9
3782,252,2025-02-14,2896.61,2123.19,773.42
3783,252,2025-03-07,2786.33,1411.07,1375.26
3784,252,2025-04-03,3364.38,2541.75,822.63
3785,252,2025-04-26,3364.29,1696.59,1667.7
3786,252,2025-06-05,2804.09,2356.09,448.0
3787,252,2025-06-29,2637.09,1978.06,659.03
3788,253,2023-09-02,578.47,493.6,84.87
3789,253,2023-10-17,556.75,360.99,195.76
3790,253,2023-10-28,676.27,509.38,166.89
3791,253,2023-12-10,579.68,298.49,281.19
3792,253,2023-12-29,557.61,496.63,60.98
3793,253,2024-02-02,543.7,382.13,161.57
3794,253,2024-03-15,705.33,404.61,300.72
3795,253,2024-03-30,677.41,528.36,149.05
3796,253,2024-05-01,648.85,583.44,65.41
3797,253,2024-05-25,789.16,555.42,233.74
3798,253,2024-07-07,699.28,499.96,199.32
3799,253,2024-07-29,754.41,425.79,328.62
3800,253,2024-08-25,696.75,501.35,195.4
3801,254,2022-11-02,7438.35,4236.92,3201.43
3802,254,2022-11-28,7777.03,4654.84,3122.19
3803,254,2022-12-20,9179.15,4948.38,4230.77
3804,254,2023-02-01,11109.6,6490.17,4619.43
3805,255,2019-08-10,1188.94,953.09,235.85
3806,255,2019-09-13,1137.58,817.27,320.31
3807,255,2019-10-03,1095.31,794.32,300.99
3808,255,2019-11-04,1282.01,709.86,572.15
3809,255,2019-12-13,1313.15,1116.41,196.74
3810,255,2019-12-31,892.23,508.31,383.92
3811,255,2020-02-09,1011.46,658.92,352.54
3812,255,2020-03-02,1303.8,1021.9,281.9
3813,255,2020-04-15,1282.11,712.6,569.51
3814,255,2020-05-03,1035.63,755.73,279.9
3815,255,2020-06-12,1191.03,772.74,418.29
3816,255,2020-07-15,1244.52,1065.41,179.11
3817,255,2020-08-14,1240.22,642.05,598.17
3818,255,2020-09-13,1244.79,851.79,393.0
3819,255,2020-09-23,1144.64,841.79,302.85
3820,255,2020-11-07,987.03,864.52,122.51
3821,255,2020-11-26,1318.28,711.82,606.46
3822,255,2020-12-22,983.34,834.62,148.72
3823,255,2021-01-26,1121.24,595.83,525.41
3824,255,2021-03-05,1143.83,970.44,173.39
3825,255,2021-03-25,974.46,773.15,201.31
3826,255,2021-05-03,1037.64,624.12,413.52
3827,255,2021-06-06,1315.91,884.0,431.91
3828,255,2021-06-24,1311.94,988.75,323.19
3829,255,2021-07-29,954.43,836.71,117.72
3830,255,2021-08-19,1269.0,824.45,444.55
3831,255,2021-10-01,963.99,855.09,108.9
3832,255,2021-11-07,943.79,480.17,463.62
3833,255,2021-11-26,1237.93,860.61,377.32
3834,255,2021-12-21,1186.91,795.29,391.62
3835,255,2022-02-02,1176.28,838.35,337.93
3836,255,2022-03-03,1191.12,802.81,388.31
3837,255,2022-03-24,911.95,732.84,179.11
3838,255,2022-05-06,1285.09,763.99,521.1
3839,255,2022-05-19,1243.51,688.85,554.66
3840,255,2022-07-01,891.47,663.36,228.11
3841,255,2022-07-29,1022.35,818.59,203.76
3842,255,2022-08-20,943.07,679.66,263.41
3843,255,2022-09-15,1032.85,588.36,444.49
3844,255,2022-10-22,1283.9,1006.56,277.34
3845,255,2022-11-23,936.73,469.18,467.55
3846,255,2022-12-28,1181.61,1041.41,140.2
3847,255,2023-01-19,928.11,476.24,451.87
3848,255,2023-02-15,1291.08,767.25,523.83
3849,255,2023-03-26,1158.32,830.12,328.2
3850,255,2023-04-14,989.31,506.46,482.85
3851,255,2023-05-20,1072.94,867.15,205.79
3852,255,2023-06-24,1256.25,809.03,447.22
3853,255,2023-07-22,1086.89,666.42,420.47
3854,255,2023-08-26,1156.78,1006.12,150.66
3855,255,2023-09-24,1285.19,948.11,337.08
3856,255,2023-10-09,1095.71,615.25,480.46
3857,255,2023-11-24,1050.26,895.69,154.57
3858,255,2023-12-24,1189.95,770.29,419.66
3859,255,2024-01-10,1019.44,898.97,120.47
3860,255,2024-02-25,926.99,625.0,301.99
3861,255,2024-03-12,1317.78,1119.51,198.27
3862,255,2024-04-15,1207.94,695.71,512.23
3863,255,2024-05-13,1036.58,887.66,148.92
3864,255,2024-06-08,996.5,616.33,380.17
3865,255,2024-07-09,922.79,810.16,112.63
3866,255,2024-08-22,1312.25,922.39,389.86
3867,255,2024-09-08,1180.01,1033.33,146.68
3868,255,2024-10-19,884.2,775.38,108.82
3869,255,2024-11-16,1055.07,819.54,235.53
3870,255,2024-12-03,1080.37,749.31,331.06
3871,255,2025-01-12,1034.0,612.47,421.53
3872,255,2025-02-18,1272.75,871.5,401.25
3873,255,2025-03-14,883.41,507.77,375.64
3874,255,2025-04-10,1130.03,925.23,204.8
3875,255,2025-05-02,1156.94,733.2,423.74
3876,255,2025-06-19,1036.42,821.64,214.78
3877,255,2025-07-08,1002.96,576.64,426.32
3878,256,2025-05-23,5909.44,3599.82,2309.62
3879,256,2025-06-30,5735.0,2932.73,2802.27
3880,257,2024-01-05,2803.73,1505.53,1298.2
3881,257,2024-02-12,2443.91,1969.0,474.91
3882,257,2024-03-04,2647.35,1769.5,877.85
3883,257,2024-04-08,3187.78,2148.2,1039.58
3884,257,2024-05-17,2743.3,1657.39,1085.91
3885,257,2024-06-12,3192.67,2480.8,711.87
3886,258,2024-02-07,2312.06,1543.59,768.47
3887,258,2024-03-07,2395.6,1222.22,1173.38
3888,258,2024-04-08,2066.54,1412.88,653.66
3889,258,2024-04-24,2468.32,1255.22,1213.1
3890,258,2024-06-06,2751.4,1694.8,1056.6
3891,258,2024-06-30,1992.8,1022.77,970.03
3892,258,2024-08-07,2065.4,1378.37,687.03
3893,258,2024-08-23,2168.87,1268.28,900.59
3894,258,2024-09-21,2629.65,2001.08,628.57
3895,258,2024-10-19,2269.44,1246.66,1022.78
3896,258,2024-12-03,2431.58,1337.22,1094.36
3897,258,2024-12-21,2730.48,2206.9,523.58
3898,258,2025-02-04,2004.04,1721.33,282.71
3899,258,2025-03-05,2386.81,2035.28,351.53
3900,259,2024-11-05,1405.26,1256.85,148.41
3901,259,2024-12-04,1573.04,1376.72,196.32
3902,259,2025-01-08,1274.38,1033.22,241.16
3903,259,2025-01-27,1458.36,1183.05,275.31
3904,259,2025-03-01,1553.69,1254.69,299.0
3905,259,2025-04-08,1515.81,1013.63,502.18
3906,259,2025-05-07,1241.74,640.46,601.28
3907,259,2025-06-11,1659.63,1313.61,346.02
3908,259,2025-07-14,1695.13,1425.62,269.51
3909,261,2019-08-22,5734.94,3348.7,2386.24
3910,261,2019-09-09,4409.37,2293.99,2115.38
3911,261,2019-10-05,4793.54,3518.61,1274.93
3912,261,2019-11-12,4357.36,2509.03,1848.33
3913,261,2019-12-07,5414.67,3225.24,2189.43
3914,261,2020-01-05,4107.85,3399.7,708.15
3915,261,2020-02-09,4977.23,4148.55,828.68
3916,261,2020-03-01,4094.35,3542.98,551.37
3917,261,2020-04-04,5252.07,4144.16,1107.91
3918,261,2020-05-19,4115.63,3649.69,465.94
3919,261,2020-06-03,5260.81,3484.07,1776.74
3920,261,2020-07-13,5139.47,4175.76,963.71
3921,261,2020-08-03,5434.17,3276.52,2157.65
3922,261,2020-08-30,4614.5,3258.63,1355.87
3923,261,2020-10-08,4304.14,3623.73,680.41
3924,261,2020-11-16,5461.6,4265.28,1196.32
3925,261,2020-12-01,4260.03,3214.53,1045.5
3926,261,2021-01-15,4198.82,2433.52,1765.3
3927,261,2021-02-01,3987.28,3250.09,737.19
3928,262,2024-05-16,6617.77,4854.33,1763.44
3929,262,2024-06-22,7339.53,4597.15,2742.38
3930,262,2024-07-12,7552.7,6643.1,909.6
3931,262,2024-08-15,7283.9,3739.39,3544.51
3932,262,2024-09-14,5897.05,3513.19,2383.86
3933,262,2024-10-10,7761.87,5701.95,2059.92
3934,262,2024-11-20,7582.9,5033.93,2548.97
3935,262,2024-12-14,7979.6,4688.32,3291.28
3936,262,2025-01-12,6528.12,5592.02,936.1
3937,262,2025-02-13,5709.07,4388.91,1320.16
3938,262,2025-03-21,7117.02,4945.13,2171.89
3939,262,2025-04-08,6065.75,4662.52,1403.23
3940,262,2025-05-11,5904.74,3343.45,2561.29
3941,262,2025-06-14,7577.41,5960.36,1617.05
3942,262,2025-07-22,7791.11,5350.19,2440.92
3943,263,2025-04-25,23992.28,18317.46,5674.82
3944,263,2025-05-16,21343.22,11519.42,9823.8
3945,263,2025-06-25,20433.22,15816.25,4616.97
3946,263,2025-07-27,17970.58,14521.29,3449.29
3947,264,2023-10-19,3606.79,1920.57,1686.22
3948,264,2023-11-16,3147.23,2524.38,622.85
3949,264,2023-12-08,3586.81,1942.16,1644.65
3950,264,2023-12-31,3612.6,2514.59,1098.01
3951,264,2024-02-09,3280.7,2694.56,586.14
3952,264,2024-02-29,2819.84,2288.4,531.44
3953,264,2024-04-04,3667.45,3282.83,384.62
3954,264,2024-04-29,3385.13,1914.95,1470.18
3955,264,2024-06-03,3364.53,2031.56,1332.97
3956,264,2024-07-11,2854.21,2035.89,818.32
3957,264,2024-08-08,3221.16,2552.82,668.34
3958,264,2024-09-01,2984.79,2556.31,428.48
3959,264,2024-09-25,2642.52,2255.71,386.81
3960,264,2024-11-04,2583.36,2165.06,418.3
3961,264,2024-12-08,2772.94,1893.68,879.26
3962,264,2024-12-28,3095.49,1734.9,1360.59
3963,264,2025-01-27,2603.1,2172.7,430.4
3964,264,2025-03-08,2670.6,2284.89,385.71
3965,264,2025-03-25,2762.22,1640.55,1121.67
3966,264,2025-04-30,3254.31,2576.09,678.22
3967,264,2025-06-07,3187.01,2165.98,1021.03
3968,264,2025-07-10,3151.5,2356.93,794.57
3969,264,2025-07-26,3312.56,2842.02,470.54
3970,265,2023-12-17,12274.16,9479.36,2794.8
3971,265,2024-01-15,10196.45,5357.76,4838.69
3972,265,2024-02-21,9936.84,7266.78,2670.06
3973,266,2024-05-15,5012.54,4445.53,567.01
3974,266,2024-06-13,4394.82,3361.34,1033.48
3975,266,2024-07-19,4462.51,3889.22,573.29
3976,266,2024-08-13,4238.74,2336.41,1902.33
3977,266,2024-09-10,5050.95,3822.27,1228.68
3978,266,2024-10-16,5536.49,3963.05,1573.44
3979,266,2024-11-08,4364.13,3050.2,1313.93
3980,267,2024-11-21,2197.94,1604.97,592.97
3981,267,2024-12-24,2066.57,1695.33,371.24
3982,267,2025-02-03,2862.36,1927.42,934.94
3983,267,2025-02-25,2081.73,1633.55,448.18
3984,267,2025-03-30,2452.21,1291.22,1160.99
3985,267,2025-04-30,2386.02,2137.54,248.48
3986,267,2025-05-20,2385.65,2105.22,280.43
3987,267,2025-06-22,2166.61,1377.72,788.89
3988,268,2021-09-01,2771.69,1577.54,1194.15
3989,268,2021-10-02,3319.93,1777.42,1542.51
3990,268,2021-11-10,3411.89,3051.34,360.55
3991,268,2021-11-28,3043.99,1857.68,1186.31
3992,268,2021-12-25,2937.42,1544.1,1393.32
3993,268,2022-02-11,3186.95,2786.26,400.69
3994,268,2022-03-03,2610.8,1982.28,628.52
3995,268,2022-04-10,2587.21,2072.52,514.69
3996,268,2022-04-27,2826.53,2481.49,345.04
3997,268,2022-06-01,2930.56,2201.6,728.96
3998,268,2022-06-30,3093.99,2010.16,1083.83
3999,268,2022-08-04,2587.27,2051.13,536.14
4000,268,2022-08-30,3114.87,2347.03,767.84
4001,268,2022-09-30,2403.06,1276.4,1126.66
4002,268,2022-10-30,2395.39,1932.62,462.77
4003,268,2022-11-25,2294.39,1341.61,952.78
4004,268,2023-01-07,3347.58,2753.38,594.2
4005,268,2023-01-26,3049.61,2545.06,504.55
4006,268,2023-02-21,2447.63,1273.74,1173.89
4007,268,2023-03-30,2364.63,1608.11,756.52
4008,268,2023-05-04,2914.97,1791.67,1123.3
4009,268,2023-06-04,2379.15,1206.25,1172.9
4010,268,2023-06-30,3016.02,2016.06,999.96
4011,268,2023-07-23,2385.08,2130.65,254.43
4012,268,2023-08-16,3193.42,2050.49,1142.93
4013,268,2023-09-19,2522.59,2197.09,325.5
4014,268,2023-10-30,3110.61,2476.91,633.7
4015,268,2023-11-16,2502.94,1529.95,972.99
4016,268,2023-12-14,3234.6,2599.02,635.58
4017,268,2024-01-15,3090.86,1757.15,1333.71
4018,268,2024-02-29,2853.49,1993.3,860.19
4019,268,2024-03-24,3412.74,2200.54,1212.2
4020,268,2024-04-28,2778.7,1479.23,1299.47
4021,268,2024-05-28,2662.43,1883.62,778.81
4022,268,2024-06-19,2372.18,1403.07,969.11
4023,268,2024-07-27,3213.07,2024.94,1188.13
4024,268,2024-08-18,2537.6,1334.46,1203.14
4025,268,2024-09-14,2375.84,2096.01,279.83
4026,268,2024-10-26,3168.64,2108.47,1060.17
4027,268,2024-11-12,2815.32,1815.12,1000.2
4028,268,2024-12-13,3302.66,2565.91,736.75
4029,268,2025-01-21,3373.48,1860.04,1513.44
4030,268,2025-02-09,3198.69,1711.48,1487.21
4031,268,2025-03-08,3062.51,2109.63,952.88
4032,268,2025-04-16,3323.02,2009.94,1313.08
4033,268,2025-05-17,2417.82,1987.88,429.94
4034,268,2025-06-25,3280.84,2876.3,404.54
4035,268,2025-07-11,2558.39,2169.56,388.83
4036,269,2020-04-30,4293.16,3154.24,1138.92
4037,269,2020-06-02,3532.39,3154.68,377.71
4038,269,2020-07-07,4277.83,2737.17,1540.66
4039,269,2020-08-03,3310.46,2931.56,378.9
4040,269,2020-09-09,4203.29,3652.48,550.81
4041,269,2020-10-12,4131.64,3631.03,500.61
4042,269,2020-10-31,3368.73,2951.37,417.36
4043,269,2020-12-05,3769.71,3114.52,655.19
4044,269,2021-01-08,3767.64,2859.52,908.12
4045,269,2021-01-28,4246.85,3444.32,802.53
4046,269,2021-03-01,3224.85,1995.4,1229.45
4047,269,2021-04-08,3674.26,3015.16,659.1
4048,269,2021-05-08,4188.25,2675.65,1512.6
4049,269,2021-06-04,3967.05,3415.7,551.35
4050,269,2021-06-20,4073.39,3249.73,823.66
4051,269,2021-07-26,3528.62,2826.69,701.93
4052,269,2021-08-19,4396.91,2362.69,2034.22
4053,269,2021-09-25,3575.9,2658.58,917.32
4054,269,2021-11-01,3359.46,2622.22,737.24
4055,269,2021-12-05,3513.34,3149.33,364.01
4056,269,2021-12-19,4193.16,2668.07,1525.09
4057,269,2022-01-31,3658.37,2316.48,1341.89
4058,269,2022-02-28,3986.48,2926.88,1059.6
4059,269,2022-04-03,4542.86,3793.9,748.96
4060,269,2022-04-20,3545.49,2688.81,856.68
4061,269,2022-05-30,4213.1,3019.84,1193.26
4062,269,2022-06-24,4224.02,3507.04,716.98
4063,269,2022-07-22,4447.71,2825.08,1622.63
4064,269,2022-08-26,3850.87,1976.6,1874.27
4065,269,2022-09-16,3404.94,2365.29,1039.65
4066,269,2022-10-22,3715.7,2490.36,1225.34
4067,269,2022-11-11,3925.23,3164.19,761.04
4068,269,2022-12-16,4588.68,3094.82,1493.86
4069,269,2023-01-29,3928.37,2815.67,1112.7
4070,269,2023-02-25,3830.66,2038.56,1792.1
4071,269,2023-03-14,3181.64,2462.37,719.27
4072,269,2023-04-17,3825.67,2910.36,915.31
4073,269,2023-05-20,3908.66,2275.5,1633.16
4074,269,2023-06-24,3975.7,2672.11,1303.59
4075,269,2023-07-09,3592.57,2924.31,668.26
4076,269,2023-08-10,3579.27,2998.1,581.17
4077,269,2023-09-21,3240.28,2177.97,1062.31
4078,269,2023-10-13,3873.29,2390.25,1483.04
4079,269,2023-11-24,3711.66,2267.28,1444.38
4080,269,2023-12-15,3806.03,3375.64,430.39
4081,269,2024-01-07,3228.08,2675.93,552.15
4082,269,2024-02-12,4596.47,2505.76,2090.71
4083,269,2024-03-19,3412.64,2534.84,877.8
4084,269,2024-04-19,3972.42,2960.94,1011.48
4085,269,2024-05-10,4633.28,3092.5,1540.78
4086,269,2024-06-07,3636.21,1986.21,1650.0
4087,269,2024-07-18,3788.92,2452.69,1336.23
4088,269,2024-08-18,4445.24,2553.25,1891.99
4089,269,2024-09-20,3367.37,2612.01,755.36
4090,269,2024-10-02,3871.08,3420.93,450.15
4091,269,2024-11-14,4616.28,3071.09,1545.19
4092,269,2024-12-15,4584.19,3864.62,719.57
4093,269,2025-01-04,3173.5,2580.44,593.06
4094,269,2025-02-06,3713.66,3289.18,424.48
4095,269,2025-03-11,3888.77,2828.43,1060.34
4096,269,2025-04-04,3991.61,3243.93,747.68
4097,269,2025-05-04,4058.38,3473.8,584.58
4098,269,2025-05-30,3226.4,2852.85,373.55
4099,269,2025-07-12,3836.14,2800.01,1036.13
4100,270,2022-12-26,2238.04,1697.32,540.72
4101,270,2023-02-07,1753.82,935.65,818.17
4102,271,2024-11-01,3140.54,2583.82,556.72
4103,271,2024-12-03,3426.41,1805.93,1620.48
4104,271,2025-01-12,3591.68,2611.08,980.6
4105,272,2025-05-20,6099.19,4898.53,1200.66
4106,272,2025-06-27,5952.97,3806.49,2146.48
4107,273,2023-10-04,13447.87,9708.24,3739.63
4108,273,2023-10-21,13060.6,6578.9,6481.7
4109,273,2023-11-19,10414.61,6582.57,3832.04
4110,273,2023-12-23,12849.18,7671.27,5177.91
4111,273,2024-01-27,15219.11,9044.12,6174.99
4112,274,2025-04-11,8163.93,4937.83,3226.1
4113,274,2025-05-05,8314.51,5536.59,2777.92
4114,274,2025-06-06,6301.36,4500.46,1800.9
4115,275,2019-03-07,435.89,302.8,133.09
4116,275,2019-04-10,548.25,478.93,69.32
4117,275,2019-05-01,409.04,211.04,198.0
4118,275,2019-06-16,552.65,481.4,71.25
4119,275,2019-07-03,479.24,396.26,82.98
4120,275,2019-08-16,567.45,402.83,164.62
4121,275,2019-09-14,541.05,469.71,71.34
4122,275,2019-10-16,428.69,283.32,145.37
4123,275,2019-11-02,403.13,210.16,192.97
4124,275,2019-12-12,456.41,343.81,112.6
4125,275,2020-01-02,471.27,398.67,72.6
4126,275,2020-02-08,398.02,262.03,135.99
4127,275,2020-03-10,525.27,452.33,72.94
4128,275,2020-04-10,451.25,292.19,159.06
4129,275,2020-04-24,474.74,310.92,163.82
4130,275,2020-05-30,424.02,315.15,108.87
4131,275,2020-06-27,418.42,248.4,170.02
4132,275,2020-08-11,427.42,276.3,151.12
4133,275,2020-08-26,473.95,318.09,155.86
4134,275,2020-10-03,503.42,266.47,236.95
4135,275,2020-11-01,544.25,277.58,266.67
4136,275,2020-12-08,477.81,326.29,151.52
4137,275,2021-01-04,549.87,486.7,63.17
4138,275,2021-02-06,536.25,448.8,87.45
4139,275,2021-02-22,557.31,331.01,226.3
4140,275,2021-03-23,511.84,459.85,51.99
4141,275,2021-05-04,440.29,263.39,176.9
4142,275,2021-06-07,567.53,299.48,268.05
4143,275,2021-07-05,481.82,257.33,224.49
4144,275,2021-07-26,500.78,371.39,129.39
4145,275,2021-09-04,472.69,278.02,194.67
4146,275,2021-10-05,475.31,266.1,209.21
4147,275,2021-10-17,506.77,433.89,72.88
4148,275,2021-11-16,487.12,306.98,180.14
4149,275,2021-12-28,442.16,310.52,131.64
4150,275,2022-01-17,554.76,286.01,268.75
4151,275,2022-02-18,531.42,407.66,123.76
4152,275,2022-03-29,422.0,346.79,75.21
4153,275,2022-04-24,460.2,307.56,152.64
4154,275,2022-05-23,395.89,266.15,129.74
4155,275,2022-06-30,563.15,490.29,72.86
4156,275,2022-07-20,379.67,324.14,55.53
4157,275,2022-08-29,411.54,228.09,183.45
4158,275,2022-09-14,481.24,349.41,131.83
4159,275,2022-10-30,537.03,464.13,72.9
